UNITSB1,UNITSB2,UNITSB3,UNITSB4,UNITSB5,UNITSB6,UNITSB7,UNITSB8,UNITSB9,UNITSB10,UNITSB11,UNITSB12,UNITSB13,UNITSB14,UNITSB15,UNITSB16,UNITSB17,UNITSB18,UNITSB19,UNITSB20PL,CONCSSNUM,RCONTROL,OFFSTPARK,TOTCOLL,POTENTIAL,PERCCOMM,COMMRENT,HRSMNGMNT,OPPAY,OPINSUR,OPUTIL,OPREP,OPMNG,OPPROTH,OPSECUR,OPLAND,CPHEATAMT,CPRFAMT,CPWINAMT,CPDOORAMT,CPFLRAMT,CPEXTAMT,CPPLBAMT,CPELEAMT,CPKITAMT,CPBATAMT,CPSECAMT,CPSWIMAMT,CPPLGAMT,CPACCAMT,VOUCHNUM,SECT8NUM,PBS8VNUM,DEBTNUM,MTHMORT,MORTAMT,APPVAL,TERM,YRTRSRY,MTHTRSRY,PMTAMT,MORTAMT2,MORTAMT3,MORTAMT4,PMTAMT2,PMTAMT3,PMTAMT4,CURRATE_R,MARGINDEX_R,NUMUNITS_R,TRENOC_R,TRENNO_R,TRENVA_R,TOWNOC_R,TEMPOC_R,TEMPVA_R,TOWNVA_R,TOWNNO_R,TOTHVA_R,BED0_R,BED1_R,BED2_R,BED3_R,BED4_R,RENTNO_R,RENTLT200_R,RENT224_R,RENT249_R,RENT274_R,RENT299_R,RENT349_R,RENT399_R,RENT449_R,RENT499_R,RENT549_R,RENT599_R,RENT649_R,RENT699_R,RENT749_R,RENT799_R,RENT899_R,RENT999_R,RENT1099_R,RENT1499_R,RENT1999_R,RENT2499_R,RENT2500_R,MRKTVALPU_R,CAPEX_R,CAPEXPU_R,PURPRICE_R,MRKTVAL_R,OPOTHEX,CPOTHAMT,RENT1249_R,WEIGHT,CONTROLPUF,FMR22012,SURVYR,PROPOUT,PROPTYPE,FOVER20BLD,HOWMVAL,CONCSS,SENIOR,IELEC,IGAS,IWATER,ITRASH,IPARKING,IFITNESS,ILAUNDRY,IPOOL,IOTHFREE,COMMSPACE,MNGMNT,CPHEAT,CPROOF,CPWINDOW,CPDOOR,CPFLOOR,CPEXTER,CPPLUMB,CPELESYS,CPKITCH,CPBATH,CPSECSYS,CPSWIM,CPPLAYGR,CPACCESS,CPOTHUSC,OWNENT,VOUCHER,SECT8,PBS8V,GOVBELOW,RSUBSIDY,ELDERLY,LOWINCTC,GOVGRANT,TXCREDIT,TAXDEPREC,PRIVATE,BENEOTH,NOTSUBSDZ,DKSUBSDZ,HISTORIC,LOWINCTEN,LOWINAREA,ECONDEVLP,APPEAL,OTHRCV,DEBT,WHYNOMRT,MORTGAGE,CONTRACT,LINECRDT,OTHLOAN,GUARANTEE,CROSSCOLL,MOREPROPS,APPVALDK,MORTKIND,MORTGET,MORTPAY,DIFFLOAN,FIXADJ,ARM,TIED2INX,MRKTINX,REGPAY,PMTFREQ,RPIPRIN,RPIINT,RPIPRPINS,RPIPMI,RPIPRPTAX,RPIOTH,PMTFREQ2,PMTFREQ3,PMTFREQ4,RPIPRIN2,RPIINT2,RPIOTH2,RPIPRIN3,RPIINT3,RPIOTH3,RPIPRIN4,RPIINT4,RPIOTH4,INSURED2,INSURED3,INSURED4,OUTCOME,JROPOUT,JROPTYPE,JROLDBLG,JRNEWBLG,JRPROPACQ,JRSMNGMNT,JOMMSPACE,JOUCHER,JOUCHNUM,JECT8NUM,JECT8,JERCCOMM,JONCSS,JCONTROL,JTHEXP,JPHEAT,JPHEATAMT,JPROOF,JPWINDOW,JPDOOR,JPFLOOR,JPEXTER,JPPLUMB,JPELESYS,JPKITCH,JPBATH,JPSECSYS,JPSWIM,JPPLAYGR,JPACCESS,JPOTHUSC,JEBTNUM,JEBT,JRMORT,JIED2INX,JEGPAY,JIXADJ,JORTGAGE,JORTAMT,JPPVAL,JTHTRSRY,JPIOTH,JPIOTH2,JPIOTH3,JPIOTH4,NUMCAT_R,NUMBLD_R,YROLDBLG_R,YRNEWBLG_R,YRPROPACQ_R,YRMORT1_R,YRMORT2_R,YRMORT3_R,YRMORT4_R,OPTAX_R,INSURED_R
128,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,182,2100000,2220000,-8,-8,-8,122000,33000,74000,24000,65000,20000,0,7000,4000,1000,-8,-8,44000,-8,-8,-8,36000,-8,-8,4000,-8,-8,-8,-8,-8,1,4,19440000,24300000,35,-8,-8,107255,-8,-8,-8,-8,-8,-8,4.13,-8,128,121,0,7,0,0,0,0,0,0,25,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,33,0,0,189844,157000,1227,4776000,24300000,11000,68000,0,145.4196642,9999003147,1400,2012,3,2,-8,2,1,2,2,1,2,2,1,1,1,1,3,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3,2,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,-8,2,4,3,2,1,-8,-8,-8,1,2,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,6,-8,3,7,-8,-8,-8,17,7
28,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,181000,290000,-8,-8,144,4000,20000,12000,2000,0,1000,0,1950,4550,2000,-8,-8,1000,5000,1500,-8,1650,1500,-8,-8,-8,-8,3,-8,-8,1,9,582000,585000,30,-8,-8,8400,-8,-8,-8,-8,-8,-8,3.5,-8,28,25,0,3,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,4,0,0,0,0,0,0,42857,17200,614,582000,1200000,300,-8,0,40.70483383,9999003148,1150,2012,3,2,-8,6,1,2,2,2,1,1,3,3,2,3,3,2,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,1,2,1,-8,1,2,2,2,3,2,2,-8,2,1,1,2,2,5,2,-8,1,2,1,1,1,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,3,-8,4,3,-8,-8,-8,12,4
37,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,35,0,687000,687000,-9,0,-8,459000,60000,95000,97000,132000,21000,-9,11670,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,37,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,-9,-8,-8,-9,-9,-9,-8,0,33.61304816,9999003149,1400,2012,3,2,-8,-9,2,2,2,2,2,1,1,3,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,2,2,2,2,2,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,5,-8,2,-8,-8,-8,-8,12,-8
40,7,22,12,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,81,0,895441,909293,-8,-8,-8,86041,50779,180342,35065,68877,40004,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,-8,1,6,7447056,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,7.5,-8,81,80,0,1,0,0,0,0,0,0,9,50,11,9,2,1,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,14,10,13,4,3,0,0,-9,4649619,57403,560000,-9,8645,4649619,18,6.166775378,9999003150,1400,2012,3,2,-8,-9,1,2,2,1,1,1,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,1,-8,1,2,2,1,3,3,3,1,4,12,12,-9,1,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,2,-9,2,7,-8,-8,-8,15,9
4,4,4,4,4,4,4,4,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,35,40,70,263181,326624,-8,-8,-8,47134,11755,35613,32018,0,0,0,2073,-8,-8,-8,-8,22053,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,8,1579494,4494270,30,-8,-8,8000,-8,-8,-8,-8,-8,-8,1,-8,40,35,0,5,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,4,0,0,0,0,0,0,0,-9,22053,551,4494000,-9,-8,-8,0,34.54674394,9999003151,850,2012,3,2,-8,-9,2,2,2,2,1,1,1,3,2,3,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,1,-8,1,2,2,2,3,3,3,-8,1,1,1,2,1,-8,-8,-8,1,2,1,1,1,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,10,8,6,5,4,-8,-8,-8,8,1
8,8,8,8,8,8,8,8,8,4,4,4,4,4,0,-8,-8,-8,-8,-8,50,0,216,612000,694980,-8,-8,-8,132000,25000,63000,55000,31000,40000,0,0,-8,11000,-8,-8,9000,5000,-8,-8,6000,8000,-8,16000,-8,-8,26,-8,-8,1,4,1300000,-9,25,-8,-8,20000,-8,-8,-8,-8,-8,-8,6.25,-8,92,86,0,6,0,0,0,0,0,0,0,16,56,20,0,0,0,0,0,0,0,0,0,0,5,11,12,44,7,13,0,0,0,0,0,0,0,0,21739,55000,598,1350000,2000000,9600,-8,0,212.9437018,9999003152,650,2012,3,2,-8,4,3,2,2,2,2,1,1,3,2,1,3,2,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,3,1,2,2,1,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,1,-8,1,2,2,2,3,3,2,1,4,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,15,7,5,4,3,-8,-8,-8,13,9
24,24,12,12,24,30,12,12,24,24,24,24,24,24,24,24,24,24,0,-8,-9,0,-9,3474327,4205219,-8,-8,-8,-9,141000,290000,130000,116000,18000,26000,53000,-8,-8,-8,-8,200000,-8,-8,-8,-8,-8,25000,55000,-8,-8,-8,-8,-8,1,12,28000000,35200000,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-9,390,381,0,9,0,0,0,0,0,0,0,150,192,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,24,168,0,0,0,0,0,49792,280000,718,35200000,19419000,-8,-8,48,12.67303224,9999003154,950,2012,3,2,-8,1,2,2,2,2,2,1,1,1,1,1,3,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,2,2,3,2,1,-8,1,2,2,2,2,2,2,-8,1,8,8,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,19,8,7,6,5,-8,-8,-8,18,8
42,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,0,65,333000,329100,-8,-8,-8,0,20474,61142,33578,31523,15000,0,8009,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,19,-8,-8,1,8,1500000,2000000,30,-8,-8,13784,-8,-8,-8,-8,-8,-8,6.28,-8,42,37,1,2,0,2,0,0,0,0,0,28,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,5,3,3,1,0,0,0,0,0,-9,-9,-9,2000000,-9,-9,-8,1,37.7973457,9999003160,950,2012,3,2,-8,-9,2,2,2,2,2,1,2,3,2,1,3,2,4,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,3,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,1,3,3,1,1,1,-8,1,2,2,2,2,2,2,-8,1,4,3,1,1,-8,-8,-8,1,2,1,1,1,-9,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,5,-8,6,5,-8,-8,-8,12,8
1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,4,24600,24600,-8,-8,72,0,1176,2500,3500,0,0,0,0,-8,2500,-8,-8,750,200,900,150,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,83333,4500,1500,19000,250000,-8,-8,0,4603.800276,9999003161,1400,2012,3,1,-8,5,1,2,2,2,1,1,1,3,3,3,3,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,3,2,1,-8,-8,-8,-8,3,-8
31,32,32,28,32,28,31,32,28,31,28,28,-8,-8,-8,-8,-8,-8,-8,-8,15,44,400,6837132,7185700,-8,-8,-9,472603,86688,349782,544792,0,82985,0,86007,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,338,9,12,0,0,0,0,0,2,0,127,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59,200,57,2,166917,1437047,3981,-9,60257000,50330,1437047,28,3.608184716,9999003162,1500,2012,3,2,-8,1,2,2,2,2,2,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,12,8,6,6,-8,-8,-8,-8,18,-8
44,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,13,9068824,9301579,-8,-8,-8,1183696,21000,114000,60000,0,7000,0,8000,-8,83000,-8,-8,2000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,8,5100000,8350000,10,-8,-8,33420,-8,-8,-8,-8,-8,-8,6.09,-8,44,42,0,4,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,189773,85000,1932,700000,8350000,-9,-8,0,40.16273123,9999003163,1000,2012,3,2,-8,8,1,1,1,1,1,1,1,3,1,3,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,3,3,2,-8,2,1,1,1,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,-8,4,7,-8,-8,-8,15,9
36,8,36,8,8,8,8,8,12,10,4,10,8,40,8,36,8,8,8,8,-8,0,500,6800000,7500000,-8,-8,-8,0,140000,150000,300000,125000,20000,0,70000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,4,30000000,43000000,10,-8,-8,151595,-8,-8,-8,-8,-8,-8,5.43,-8,280,260,0,12,0,1,0,0,0,3,0,114,132,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,160,321429,-8,-8,43000000,90000000,-8,-8,0,8.730581951,9999003166,1500,2012,3,2,-9,2,1,2,2,2,2,2,1,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,3,2,2,-8,2,1,1,1,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,20,8,6,5,5,-8,-8,-8,18,7
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,674,-8,0,973,8934088,9467753,-8,-8,-8,936357,351148,1047300,814667,422216,204803,1031,108204,75120,58000,197500,-8,-8,184621,7594,14877,-8,-8,-8,65278,-8,-8,-8,-8,-8,1,8,65000000,-9,10,-8,-8,398708,-8,-8,-8,-8,-8,-8,6,-8,864,757,15,34,0,0,0,0,0,0,0,268,502,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,514,215,0,0,0,0,0,78263,602990,698,28000000,67619000,-8,-8,36,9.943094354,9999003167,1050,2012,3,2,1,1,1,2,2,3,2,1,1,1,2,1,3,2,3,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,3,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,1,2,4,6,1,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,20,5,3,3,6,-8,-8,-8,18,9
31,30,30,16,32,30,31,36,32,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,424,4891777,5192883,-8,-8,-8,339766,61097,347000,180487,0,12897,0,43822,7143,7657,12824,3051,128499,215042,26115,14591,11458,290,663,27120,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,268,252,5,8,1,2,0,0,0,0,0,92,160,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,29,175,19,0,290127,489261,1826,53055000,77754000,84299,34808,12,4.860278667,9999003169,1500,2012,3,2,-8,7,1,2,2,2,2,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,7,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,9,8,6,6,-8,-8,-8,-8,18,-8
4,4,4,4,4,4,4,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,36,223997,229420,-8,-8,-8,21199,7000,25929,42478,18627,980,0,3827,5000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6,-8,-8,1,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-9,36,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,30167,5000,139,100000,1086000,-9,-8,0,525.5197784,9999003171,1050,2012,3,2,-8,1,1,2,2,2,1,1,1,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,9,4,2,1,-9,-8,-8,-8,10,-9
99,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,65,-9,-9,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-9,99,88,0,11,0,0,0,0,0,0,17,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,-9,-8,-8,-9,-9,-9,-8,0,157.1707482,9999003172,1100,2012,3,2,-8,-9,1,1,1,3,1,1,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,-9,1,-8,1,-9,-9,-9,3,3,2,-9,4,1,1,-9,-9,-9,-9,-9,1,2,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,10,-8,7,-9,-8,-8,-8,-9,9
24,36,24,8,24,8,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,285,1389000,1495000,-8,-8,-8,134000,36000,105000,109000,73000,7800,0,38000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,12,9700000,-9,10,-8,-8,-9,-8,-8,-8,-8,-8,-8,5.4,-8,132,119,3,10,0,0,0,0,0,1,0,0,97,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,36,0,0,0,0,-9,-8,-8,-9,-9,-9,-8,0,34.77339242,9999003176,850,2012,3,2,-8,-9,1,2,2,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,1,-8,1,2,2,2,-9,-9,-9,1,4,1,1,1,1,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,7,8,6,5,4,-8,-8,-8,16,-9
