UNITSB1,UNITSB2,UNITSB3,UNITSB4,UNITSB5,UNITSB6,UNITSB7,UNITSB8,UNITSB9,UNITSB10,UNITSB11,UNITSB12,UNITSB13,UNITSB14,UNITSB15,UNITSB16,UNITSB17,UNITSB18,UNITSB19,UNITSB20PL,CONCSSNUM,RCONTROL,OFFSTPARK,TOTCOLL,POTENTIAL,PERCCOMM,COMMRENT,HRSMNGMNT,OPPAY,OPINSUR,OPUTIL,OPREP,OPMNG,OPPROTH,OPSECUR,OPLAND,CPHEATAMT,CPRFAMT,CPWINAMT,CPDOORAMT,CPFLRAMT,CPEXTAMT,CPPLBAMT,CPELEAMT,CPKITAMT,CPBATAMT,CPSECAMT,CPSWIMAMT,CPPLGAMT,CPACCAMT,VOUCHNUM,SECT8NUM,PBS8VNUM,DEBTNUM,MTHMORT,MORTAMT,APPVAL,TERM,YRTRSRY,MTHTRSRY,PMTAMT,MORTAMT2,MORTAMT3,MORTAMT4,PMTAMT2,PMTAMT3,PMTAMT4,CURRATE_R,MARGINDEX_R,NUMUNITS_R,TRENOC_R,TRENNO_R,TRENVA_R,TOWNOC_R,TEMPOC_R,TEMPVA_R,TOWNVA_R,TOWNNO_R,TOTHVA_R,BED0_R,BED1_R,BED2_R,BED3_R,BED4_R,RENTNO_R,RENTLT200_R,RENT224_R,RENT249_R,RENT274_R,RENT299_R,RENT349_R,RENT399_R,RENT449_R,RENT499_R,RENT549_R,RENT599_R,RENT649_R,RENT699_R,RENT749_R,RENT799_R,RENT899_R,RENT999_R,RENT1099_R,RENT1499_R,RENT1999_R,RENT2499_R,RENT2500_R,MRKTVALPU_R,CAPEX_R,CAPEXPU_R,PURPRICE_R,MRKTVAL_R,OPOTHEX,CPOTHAMT,RENT1249_R,WEIGHT,CONTROLPUF,FMR22012,SURVYR,PROPOUT,PROPTYPE,FOVER20BLD,HOWMVAL,CONCSS,SENIOR,IELEC,IGAS,IWATER,ITRASH,IPARKING,IFITNESS,ILAUNDRY,IPOOL,IOTHFREE,COMMSPACE,MNGMNT,CPHEAT,CPROOF,CPWINDOW,CPDOOR,CPFLOOR,CPEXTER,CPPLUMB,CPELESYS,CPKITCH,CPBATH,CPSECSYS,CPSWIM,CPPLAYGR,CPACCESS,CPOTHUSC,OWNENT,VOUCHER,SECT8,PBS8V,GOVBELOW,RSUBSIDY,ELDERLY,LOWINCTC,GOVGRANT,TXCREDIT,TAXDEPREC,PRIVATE,BENEOTH,NOTSUBSDZ,DKSUBSDZ,HISTORIC,LOWINCTEN,LOWINAREA,ECONDEVLP,APPEAL,OTHRCV,DEBT,WHYNOMRT,MORTGAGE,CONTRACT,LINECRDT,OTHLOAN,GUARANTEE,CROSSCOLL,MOREPROPS,APPVALDK,MORTKIND,MORTGET,MORTPAY,DIFFLOAN,FIXADJ,ARM,TIED2INX,MRKTINX,REGPAY,PMTFREQ,RPIPRIN,RPIINT,RPIPRPINS,RPIPMI,RPIPRPTAX,RPIOTH,PMTFREQ2,PMTFREQ3,PMTFREQ4,RPIPRIN2,RPIINT2,RPIOTH2,RPIPRIN3,RPIINT3,RPIOTH3,RPIPRIN4,RPIINT4,RPIOTH4,INSURED2,INSURED3,INSURED4,OUTCOME,JROPOUT,JROPTYPE,JROLDBLG,JRNEWBLG,JRPROPACQ,JRSMNGMNT,JOMMSPACE,JOUCHER,JOUCHNUM,JECT8NUM,JECT8,JERCCOMM,JONCSS,JCONTROL,JTHEXP,JPHEAT,JPHEATAMT,JPROOF,JPWINDOW,JPDOOR,JPFLOOR,JPEXTER,JPPLUMB,JPELESYS,JPKITCH,JPBATH,JPSECSYS,JPSWIM,JPPLAYGR,JPACCESS,JPOTHUSC,JEBTNUM,JEBT,JRMORT,JIED2INX,JEGPAY,JIXADJ,JORTGAGE,JORTAMT,JPPVAL,JTHTRSRY,JPIOTH,JPIOTH2,JPIOTH3,JPIOTH4,NUMCAT_R,NUMBLD_R,YROLDBLG_R,YRNEWBLG_R,YRPROPACQ_R,YRMORT1_R,YRMORT2_R,YRMORT3_R,YRMORT4_R,OPTAX_R,INSURED_R
2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,2,16100,16800,-8,-8,20,0,1800,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,5,80000,80000,15,-8,-8,800,-8,-8,-8,-8,-8,-8,5.75,-8,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40000,12000,6000,62000,80000,-8,12000,0,4729.678005,9999000320,950,2012,3,1,-8,4,1,2,2,2,2,2,2,3,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,-8,2,1,1,2,1,-8,-8,-8,1,2,1,1,1,1,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,4,-8,3,4,-8,-8,-8,2,4
50,50,50,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,272,1218155,1218155,-8,-8,-8,0,30997,73465,124197,60315,33088,0,0,3964,3200,9052,1582,55000,-8,-8,-8,19951,3200,15742,-8,32000,-8,-8,150,-8,1,9,-9,-9,30,-8,-8,35478,-8,-8,-8,-8,-8,-8,4.5,-8,150,148,0,2,0,0,0,0,0,0,0,18,96,36,0,0,0,0,0,0,0,0,0,0,0,0,18,0,96,0,36,0,0,0,0,0,0,0,35147,143691,958,4674000,5272000,-8,-8,0,47.71268163,9999000325,700,2012,3,2,-8,1,1,2,2,3,1,1,2,3,2,3,3,2,3,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,3,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,1,2,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,3,6,4,4,4,-8,-8,-8,16,8
35,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,125,418000,456000,-8,-8,-8,34379,8882,38928,41020,30039,5000,0,4382,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,35,32,0,1,0,1,0,0,0,0,0,0,18,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,3,0,0,0,95286,-8,-8,425000,3335000,-8,-8,4,35.53379377,9999000326,1400,2012,3,2,-8,1,1,2,2,2,1,1,1,2,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,3,-9,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,7,-8,4,-8,-8,-8,-8,6,-8
6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,69496,71340,-8,-8,120,0,3653,25833,8608,0,350,0,0,-8,-8,-8,-8,5000,-8,-8,-8,3000,7000,-8,-8,-8,-8,-8,-8,-8,1,1,200000,-9,30,-8,-8,2141,-8,-8,-8,-8,-8,-8,6.25,-8,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,100000,15000,2500,225000,600000,-8,-8,0,1927.455069,9999000328,1400,2012,3,2,-8,6,1,2,2,2,1,1,3,3,3,3,3,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,3,3,3,3,3,2,1,-8,1,2,2,2,3,2,2,1,2,1,1,2,1,-8,-8,-8,1,2,1,1,1,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,-8,5,5,-8,-8,-8,7,9
31,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,31,430515,430515,-8,-8,-8,20000,12720,39822,12356,0,0,0,2500,4000,-8,-8,-8,10000,-8,4400,3000,30000,5000,-8,-8,-8,-8,4,-8,-8,1,8,2300000,4300000,30,-8,-8,19780,-8,-8,-8,-8,-8,-8,4.35,-8,31,31,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,138710,56400,1819,4175000,4300000,-8,-8,24,34.54674394,9999000334,1500,2012,3,2,-8,2,1,2,2,2,1,1,1,3,2,3,2,2,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,2,2,2,1,1,2,2,-8,2,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,4,-8,6,8,-8,-8,-8,15,4
8,8,8,8,8,8,8,8,8,8,20,0,1,-8,-8,-8,-8,-8,-8,-8,-8,0,200,909268,944172,-9,0,-8,116575,26504,133779,208704,57729,23709,0,18000,-8,-8,-8,-8,-8,56625,11307,-8,83760,-8,-8,-8,-8,-8,-8,99,-8,2,4,1356400,-9,-9,-8,-8,18376,-9,-8,-8,-9,-8,-8,-9,-8,101,100,0,0,0,2,0,0,0,0,0,20,49,24,9,0,54,0,10,0,5,173,4,8,9,1,1,2,2,0,1,0,1,0,0,0,0,0,23762,175671,1739,1900000,2400000,-9,23979,0,12.89658102,9999000335,650,2012,3,2,-8,6,1,2,1,1,1,1,1,3,1,3,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,3,3,3,3,3,-9,1,-8,2,2,2,2,-9,-9,-9,1,1,2,-9,-9,1,-8,-8,-8,1,2,1,1,1,1,1,-9,-9,-8,-8,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,13,4,2,1,1,-9,-8,-8,13,1
44,44,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,1100000,1100000,-8,-8,-8,240000,32000,140000,100000,55000,20000,100000,10000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,88,-8,-8,1,4,3000000,4000000,5,-8,-8,8000,-8,-8,-8,-8,-8,-8,5.25,-8,88,88,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,45455,-8,-8,3600000,4000000,-8,-8,0,20.54837412,9999000336,1300,2012,3,2,-8,5,1,2,2,1,1,1,3,3,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,2,2,2,1,-8,1,-9,-9,-9,2,-9,-9,-8,1,1,1,1,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,3,-9,8,7,-8,-8,-8,16,9
26,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,30,106480,115980,-8,-8,-8,0,4107,7352,25273,6000,1091,0,2620,-8,-8,-8,-8,1600,-8,-8,10450,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,545000,545000,20,-8,-8,3160,-8,-8,-8,-8,-8,-8,3.5,-8,26,21,0,5,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,20962,12050,463,545000,545000,1374,-8,0,40.25661625,9999000337,750,2012,3,2,-8,2,1,2,2,3,1,1,1,3,1,3,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,1,2,1,-8,1,-9,-9,-9,2,2,2,-8,1,11,11,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,5,-8,8,8,-8,-8,-8,10,8
25,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,25,25,255828,263233,-8,-8,-8,18840,7486,19744,41477,15367,156,0,9173,6183,-8,-8,-8,8439,-8,-8,-8,36095,-8,-8,-8,-8,-8,-8,-8,-8,1,3,556000,-9,30,1,-8,2491,-8,-8,-8,-8,-8,-8,2.708,2.5,25,23,0,1,0,1,0,0,0,0,0,13,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,9,2,0,0,0,0,87600,50717,2029,144000,2190000,-9,-8,0,34.54674394,9999000338,1400,2012,3,2,-8,2,2,2,2,2,1,1,1,3,2,1,3,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,-9,-9,-9,2,2,2,1,2,1,1,2,2,4,1,1,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,4,-8,2,3,-8,-8,-8,11,8
16,16,16,0,16,16,8,16,16,16,16,16,16,12,16,8,12,8,16,184,220,0,600,2210500,2510880,-8,-8,-8,458250,58029,169375,78380,123875,11500,-9,57000,10500,-8,-8,-8,106711,53800,-8,-8,35480,5000,-8,11600,-8,-8,-8,-8,-8,2,3,8858000,11250000,10,-8,-8,77415,2500000,-8,-8,15053,-8,-8,5.35,-8,440,424,0,16,0,0,6,0,0,0,88,270,88,0,0,0,0,0,0,0,0,0,88,287,0,102,0,0,0,0,0,0,0,0,0,0,0,0,34091,256791,584,10750000,15000000,-9,33700,0,139.23428,9999000339,650,2012,3,2,1,7,-9,2,2,3,2,2,2,1,2,1,3,2,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,3,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,1,2,1,-8,1,2,2,2,2,2,2,-8,1,12,3,1,1,-8,-8,-8,1,2,1,1,1,-9,1,1,2,-8,-8,1,1,-9,-8,-8,-8,-8,-8,-8,4,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,20,5,3,6,5,2,-8,-8,17,8
35,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,35,-9,630000,630000,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-9,35,35,0,0,0,0,0,0,0,0,13,12,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121486,-8,-8,3475000,4252000,-9,-8,0,34.54674394,9999000340,1500,2012,3,2,-8,1,1,2,2,1,1,1,-9,-9,2,-9,-9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,-8,4,-9,-8,-8,-8,15,-9
12,6,12,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,40,110400,113400,-8,-8,150,0,3000,5400,0,0,1000,0,0,10000,70000,-8,-8,20000,15000,20000,-8,30000,20000,-8,-8,-8,-8,-8,-8,-8,1,8,310000,-9,30,-8,-8,3000,-8,-8,-8,-8,-8,-8,5.4,-8,30,22,0,6,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,185000,6167,310000,450000,-9,-8,0,34.56672323,9999000341,650,2012,3,2,-8,5,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,1,1,1,1,2,1,-8,-8,-8,1,2,1,1,1,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,5,3,8,7,-8,-8,-8,5,9
18,18,18,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,66,-9,-9,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,54,54,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,-9,-8,-8,-9,-9,-9,-8,6,33.59176294,9999000344,1400,2012,3,2,-8,-9,1,2,2,2,1,1,1,3,1,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,3,5,3,4,-8,-8,-8,-8,-9,-8
6,6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,140226,145200,-8,-8,6,7100,9000,26200,2000,7000,500,0,0,-8,-8,-8,-8,3000,-8,2000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,7,4375000,1600000,10,-8,-8,32000,-8,-8,-8,-8,-8,-8,5.5,-8,12,12,0,0,0,0,0,0,0,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,0,158333,5000,417,1350000,1900000,-8,-8,0,783.0286217,9999000345,1100,2012,3,2,-8,4,1,2,2,1,1,1,3,3,1,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,1,1,-8,2,1,1,1,1,-8,-8,-8,1,2,1,1,-9,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,-9,5,7,-8,-8,-8,11,4
4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,24000,24000,-8,-8,1,0,1200,1500,500,0,200,0,1000,-8,-8,-8,-8,-8,4000,400,-8,400,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,62500,4800,1200,85000,250000,-8,-8,0,4729.678005,9999000346,700,2012,3,1,-8,8,1,2,2,2,1,1,3,3,3,3,3,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,-8,3,-8,-8,-8,-8,4,-8
30,22,22,30,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,30,0,900000,945000,10,-9,-8,-9,10000,1000,5000,-9,7000,0,0,45000,-8,-8,-8,400000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,104,104,0,0,0,0,0,0,0,0,0,24,80,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,74,1106,445000,4279,3000,115000,-8,-8,0,30.28603929,9999000347,1400,2012,3,2,-8,8,1,2,2,1,1,1,2,2,2,3,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,-9,4,-8,-8,-8,-8,16,-8
